OrderNumber,LineNumber,Model
cumid56181,1,竞速袜
cumid56181,2,旅游型自行车(小)
cumid56195,1,公路车内胎
cumid56195,2,修补工具
cumid56197,1,旅游车内胎
cumid56197,2,修补工具
cumid56197,3,洗车喷剂
cumid56218,1,山地英骑
cumid56218,2,运动水壶
cumid56218,3,自行车帽
cumid56218,4,山地车水壶架
cumid56188,1,山地英骑
cumid56188,2,hl山地外胎
cumid56188,3,修补工具
cumid56214,1,山地英骑
cumid56214,2,修补工具
cumid56211,1,山地车挡泥板
cumid56211,2,长袖骑车衣
cumid56191,1,自行车帽
cumid56191,2,旅游车内胎
cumid56199,1,hl公路外胎
cumid56206,1,山地车挡泥板
cumid56206,2,短袖经典车衣
cumid56205,1,山地车内胎
cumid56205,2,山地车挡泥板
cumid56205,3,运动型头盔
cumid56204,1,山地车内胎
cumid56204,2,修补工具
cumid56213,1,山地车500
cumid56213,2,山地车水壶架
cumid56213,3,运动水壶
cumid56213,4,短袖经典车衣
cumid56203,1,运动水壶
cumid56203,2,竞速袜
cumid56210,1,旅游车内胎
cumid56210,2,长袖骑车衣
cumid56207,1,ll山地胎
cumid56207,2,山地车内胎
cumid56201,1,Women's Mountain Shorts
cumid56201,2,竞速袜
cumid56201,3,长袖骑车衣
cumid56208,1,ml公路外胎
cumid56208,2,修补工具
cumid56216,1,普通公路车
cumid56216,2,运动水壶
cumid56216,3,公路车水壶架
cumid56189,1,ll公路车外胎
cumid56193,1,普通公路车
cumid56193,2,公路车内胎
cumid56193,3,hl公路外胎
cumid56193,4,修补工具
cumid56190,1,山地车内胎
cumid56190,2,山地车挡泥板
cumid56190,3,运动型头盔
cumid56190,4,短袖经典车衣
cumid56190,5,自行车帽
cumid56212,1,山地车500
cumid56222,1,竞速公路车
cumid56222,2,自行车帽
cumid56222,3,ll公路车外胎
cumid56200,1,ml山地外胎
cumid56200,2,运动水壶
cumid56200,3,运动型头盔
cumid56200,4,竞速袜
cumid56221,1,竞速公路车
cumid56221,2,运动水壶
cumid56221,3,自行车帽
cumid56221,4,公路车水壶架
cumid56198,1,ml山地外胎
cumid56198,2,山地车内胎
cumid56198,3,运动型头盔
cumid56223,1,公路车550
cumid56223,2,短袖经典车衣
cumid56223,3,自行车帽
cumid56224,1,旅游型自行车(小)
cumid56224,2,旅游车内胎
cumid56224,3,旅游自行车外胎(通用)
cumid56219,1,旅游型自行车(小)
cumid56219,2,运动型头盔
cumid56219,3,半掌手套
cumid56220,1,自行车帽
cumid56220,2,旅游型自行车(小)
cumid56202,1,运动水壶
cumid56202,2,水壶包
cumid56217,1,旅游型自行车(大)
cumid56209,1,ll公路车外胎
cumid56209,2,自行车帽
cumid56196,1,旅游车内胎
cumid56196,2,修补工具
cumid56192,1,Women's Mountain Shorts
cumid56194,1,公路车内胎
cumid56194,2,修补工具
cumid56215,1,旅游型自行车(小)
cumid56269,1,山地英骑
cumid56269,2,山地车挡泥板
cumid56269,3,修补工具
cumid56233,1,公路车内胎
cumid56233,2,运动型头盔
cumid56252,1,旅游车内胎
cumid56252,2,旅游自行车外胎(通用)
cumid56252,3,运动型头盔
cumid56268,1,山地英骑
cumid56268,2,修补工具
cumid56253,1,旅游车内胎
cumid56253,2,修补工具
cumid56227,1,山地英骑
cumid56227,2,山地车水壶架
cumid56227,3,运动水壶
cumid56227,4,短袖经典车衣
cumid56227,5,自行车帽
cumid56245,1,运动水壶
cumid56245,2,修补工具
cumid56255,1,hl山地外胎
cumid56255,2,山地车内胎
cumid56255,3,运动型头盔
cumid56226,1,山地英骑
cumid56228,1,洗车喷剂
cumid56254,1,hl山地外胎
cumid56254,2,山地车内胎
cumid56254,3,修补工具
cumid56270,1,山地英骑
cumid56270,2,运动型头盔
cumid56225,1,山地英骑
cumid56225,2,自行车帽
cumid56225,3,运动型头盔
cumid56242,1,山地车水壶架
cumid56242,2,运动水壶
cumid56242,3,水壶包
cumid56242,4,洗车喷剂
cumid56259,1,公路车350
cumid56238,1,hl公路外胎
cumid56238,2,公路车内胎
cumid56244,1,竞速袜
cumid56244,2,Women's Mountain Shorts
cumid56256,1,山地车500
cumid56256,2,ll山地胎
cumid56256,3,半掌手套
cumid56247,1,山地车内胎
cumid56247,2,山地车挡泥板
cumid56232,1,普通公路车
cumid56232,2,公路车水壶架
cumid56232,3,运动水壶
cumid56258,1,山地车400
cumid56258,2,Women's Mountain Shorts
cumid56246,1,运动水壶
cumid56246,2,运动型头盔
cumid56229,1,山地车内胎
cumid56229,2,ml山地外胎
cumid56229,3,竞速袜
cumid56248,1,山地车挡泥板
cumid56248,2,经典背心
cumid56231,1,hl公路外胎
cumid56231,2,修补工具
cumid56267,1,普通公路车
cumid56267,2,洗车喷剂
cumid56260,1,公路车350
cumid56260,2,ml公路外胎
cumid56260,3,短袖经典车衣
cumid56265,1,普通公路车
cumid56265,2,hl公路外胎
cumid56265,3,公路车内胎
cumid56265,4,运动型头盔
cumid56265,5,半掌手套
cumid56266,1,普通公路车
cumid56266,2,公路车内胎
cumid56266,3,hl公路外胎
cumid56272,1,公路车550
cumid56272,2,短袖经典车衣
cumid56249,1,山地车内胎
cumid56249,2,ll山地胎
cumid56249,3,山地车挡泥板
cumid56249,4,运动型头盔
cumid56263,1,竞速公路车
cumid56263,2,公路车水壶架
cumid56263,3,运动水壶
cumid56261,1,竞速公路车
cumid56261,2,公路车水壶架
cumid56261,3,运动水壶
cumid56271,1,竞速公路车
cumid56271,2,公路车水壶架
cumid56271,3,洗车喷剂
cumid56243,1,运动水壶
cumid56243,2,山地车水壶架
cumid56243,3,运动型头盔
cumid56240,1,ml山地外胎
cumid56240,2,修补工具
cumid56241,1,ml山地外胎
cumid56241,2,经典背心
cumid56241,3,山地车内胎
cumid56239,1,ml山地外胎
cumid56230,1,公路车内胎
cumid56230,2,ll公路车外胎
cumid56230,3,长袖骑车衣
cumid56251,1,ml山地外胎
cumid56251,2,山地车内胎
cumid56251,3,修补工具
cumid56237,1,ll公路车外胎
cumid56237,2,公路车内胎
cumid56237,3,运动型头盔
cumid56257,1,旅游型自行车(大)
cumid56257,2,运动水壶
cumid56257,3,公路车水壶架
cumid56236,1,旅游车内胎
cumid56236,2,修补工具
cumid56235,1,旅游车内胎
cumid56235,2,水壶包
cumid56235,3,竞速袜
cumid56234,1,旅游车内胎
cumid56234,2,洗车喷剂
cumid56262,1,竞速公路车
cumid56262,2,半掌手套
cumid56250,1,Women's Mountain Shorts
cumid56264,1,旅游型自行车(小)
cumid56264,2,运动型头盔
cumid56281,1,旅游车内胎
cumid56281,2,水壶包
cumid56281,3,洗车喷剂
cumid56284,1,公路车内胎
cumid56284,2,ml公路外胎
cumid56284,3,运动型头盔
cumid56282,1,公路车内胎
cumid56282,2,运动型头盔
cumid56282,3,半掌手套
cumid56283,1,公路车内胎
cumid56283,2,运动型头盔
cumid56311,1,运动型头盔
cumid56280,1,短袖经典车衣
cumid56286,1,ll山地胎
cumid56286,2,半掌手套
cumid56329,1,旅游型自行车(小)
cumid56329,2,运动水壶
cumid56329,3,公路车水壶架
cumid56322,1,山地英骑
cumid56322,2,水壶包
cumid56293,1,Women's Mountain Shorts
cumid56293,2,半掌手套
cumid56327,1,山地英骑
cumid56327,2,山地车水壶架
cumid56327,3,运动水壶
cumid56327,4,自行车帽
cumid56308,1,hl山地外胎
cumid56308,2,山地车内胎
cumid56308,3,经典背心
cumid56308,4,山地车挡泥板
cumid56316,1,山地英骑
cumid56316,2,山地车挡泥板
cumid56316,3,自行车帽
cumid56316,4,长袖骑车衣
cumid56310,1,长袖骑车衣
cumid56279,1,普通公路车
cumid56279,2,hl公路外胎
cumid56279,3,自行车帽
cumid56309,1,山地车水壶架
cumid56309,2,水壶包
cumid56309,3,竞速袜
cumid56323,1,山地英骑
cumid56277,1,万能自行车座
cumid56324,1,山地英骑
cumid56324,2,山地车水壶架
cumid56324,3,运动水壶
cumid56315,1,山地英骑
cumid56315,2,山地车挡泥板
cumid56320,1,普通公路车
cumid56320,2,公路车水壶架
cumid56320,3,运动水壶
cumid56298,1,山地车挡泥板
cumid56298,2,自行车帽
cumid56317,1,旅游型自行车(大)
cumid56317,2,运动型头盔
cumid56291,1,Women's Mountain Shorts
cumid56291,2,自行车帽
cumid56299,1,山地车内胎
cumid56299,2,运动型头盔
cumid56273,1,公路车内胎
cumid56273,2,修补工具
cumid56314,1,普通公路车
cumid56314,2,公路车内胎
cumid56314,3,hl公路外胎
cumid56314,4,运动型头盔
cumid56314,5,经典背心
cumid56301,1,ml公路外胎
cumid56301,2,公路车内胎
cumid56301,3,运动型头盔
cumid56312,1,公路车350
cumid56312,2,运动型头盔
cumid56313,1,公路车350
cumid56313,2,ml公路外胎
cumid56313,3,公路车内胎
cumid56313,4,洗车喷剂
cumid56313,5,故障栓钩
cumid56278,1,山地车500
cumid56278,2,自行车帽
cumid56278,3,运动型头盔
cumid56294,1,竞速袜
cumid56294,2,Women's Mountain Shorts
cumid56321,1,普通公路车
cumid56321,2,hl公路外胎
cumid56321,3,公路车内胎
cumid56321,4,修补工具
cumid56300,1,运动水壶
cumid56302,1,ml山地外胎
cumid56302,2,山地车内胎
cumid56302,3,山地车挡泥板
cumid56302,4,经典背心
cumid56319,1,普通公路车
cumid56319,2,运动型头盔
cumid56319,3,短袖经典车衣
cumid56290,1,ml山地外胎
cumid56290,2,山地车内胎
cumid56290,3,运动型头盔
cumid56331,1,公路车550
cumid56292,1,Women's Mountain Shorts
cumid56292,2,竞速袜
cumid56295,1,Women's Mountain Shorts
cumid56295,2,短袖经典车衣
cumid56276,1,公路车350
cumid56276,2,短袖经典车衣
cumid56276,3,自行车帽
cumid56304,1,运动水壶
cumid56304,2,水壶包
cumid56303,1,公路车内胎
cumid56303,2,ll公路车外胎
cumid56303,3,修补工具
cumid56306,1,ll公路车外胎
cumid56330,1,竞速公路车
cumid56330,2,运动型头盔
cumid56330,3,半掌手套
cumid56297,1,山地车内胎
cumid56297,2,山地车挡泥板
cumid56289,1,hl公路外胎
cumid56289,2,公路车内胎
cumid56289,3,修补工具
cumid56305,1,公路车内胎
cumid56296,1,山地车内胎
cumid56296,2,修补工具
cumid56328,1,旅游型自行车(小)
cumid56328,2,运动型头盔
cumid56288,1,hl公路外胎
cumid56288,2,公路车内胎
cumid56288,3,修补工具
cumid56325,1,旅游型自行车(大)
cumid56326,1,旅游型自行车(大)
cumid56307,1,ll公路车外胎
cumid56307,2,修补工具
cumid56287,1,旅游自行车外胎(通用)
cumid56287,2,旅游车内胎
cumid56287,3,修补工具
cumid56285,1,ll公路车外胎
cumid56285,2,公路车内胎
cumid56275,1,山地车水壶架
cumid56274,1,山地车水壶架
cumid56274,2,运动型头盔
cumid56318,1,旅游型自行车(小)
cumid56318,2,自行车帽
cumid56345,1,山地车内胎
cumid56345,2,ll山地胎
cumid56345,3,洗车喷剂
cumid56336,1,山地英骑
cumid56336,2,山地车挡泥板
cumid56336,3,山地车水壶架
cumid56371,1,山地英骑
cumid56371,2,运动水壶
cumid56371,3,山地车水壶架
cumid56371,4,运动型头盔
cumid56338,1,旅游型自行车(中)
cumid56335,1,山地英骑
cumid56335,2,运动水壶
cumid56335,3,山地车水壶架
cumid56335,4,半掌手套
cumid56369,1,山地英骑
cumid56369,2,山地车挡泥板
cumid56376,1,旅游型自行车(小)
cumid56376,2,运动型头盔
cumid56334,1,山地英骑
cumid56334,2,山地车挡泥板
cumid56364,1,山地英骑
cumid56364,2,山地车挡泥板
cumid56364,3,运动型头盔
cumid56358,1,hl公路外胎
cumid56358,2,公路车内胎
cumid56337,1,山地英骑
cumid56337,2,水壶包
cumid56349,1,山地车水壶架
cumid56349,2,运动水壶
cumid56349,3,短袖经典车衣
cumid56363,1,山地车400
cumid56363,2,Women's Mountain Shorts
cumid56363,3,短袖经典车衣
cumid56355,1,山地车内胎
cumid56355,2,修补工具
cumid56347,1,hl公路外胎
cumid56347,2,公路车内胎
cumid56347,3,万能自行车座
cumid56339,1,ml公路外胎
cumid56339,2,修补工具
cumid56354,1,山地车内胎
cumid56361,1,山地车内胎
cumid56361,2,hl山地外胎
cumid56361,3,修补工具
cumid56357,1,ml公路外胎
cumid56357,2,公路车内胎
cumid56357,3,万能自行车座
cumid56340,1,ml山地外胎
cumid56340,2,修补工具
cumid56356,1,山地车内胎
cumid56362,1,山地车500
cumid56362,2,山地车水壶架
cumid56362,3,运动水壶
cumid56360,1,ml山地外胎
cumid56360,2,山地车内胎
cumid56360,3,修补工具
cumid56360,4,洗车喷剂
cumid56341,1,运动水壶
cumid56341,2,短袖经典车衣
cumid56341,3,自行车帽
cumid56352,1,山地车水壶架
cumid56352,2,运动水壶
cumid56359,1,ll山地胎
cumid56359,2,山地车内胎
cumid56359,3,运动型头盔
cumid56359,4,长袖骑车衣
cumid56343,1,公路车350
cumid56343,2,运动型头盔
cumid56344,1,公路车350
cumid56351,1,山地车水壶架
cumid56351,2,运动水壶
cumid56351,3,短袖经典车衣
cumid56350,1,ml山地外胎
cumid56350,2,山地车内胎
cumid56350,3,修补工具
cumid56365,1,公路车350
cumid56365,2,公路车水壶架
cumid56365,3,运动水壶
cumid56365,4,运动型头盔
cumid56365,5,半掌手套
cumid56366,1,公路车350
cumid56366,2,公路车水壶架
cumid56366,3,运动水壶
cumid56372,1,旅游型自行车(中)
cumid56372,2,运动型头盔
cumid56346,1,ml山地外胎
cumid56333,1,公路车550
cumid56333,2,运动型头盔
cumid56342,1,旅游车内胎
cumid56342,2,运动型头盔
cumid56332,1,公路车550
cumid56332,2,运动型头盔
cumid56348,1,hl公路外胎
cumid56348,2,公路车内胎
cumid56348,3,修补工具
cumid56373,1,旅游型自行车(中)
cumid56373,2,运动型头盔
cumid56374,1,竞速公路车
cumid56375,1,竞速公路车
cumid56375,2,ll公路车外胎
cumid56375,3,公路车内胎
cumid56375,4,修补工具
cumid56370,1,旅游型自行车(大)
cumid56370,2,公路车水壶架
cumid56353,1,运动水壶
cumid56353,2,长袖骑车衣
cumid56367,1,竞速公路车
cumid56367,2,运动型头盔
cumid56368,1,旅游型自行车(小)
cumid56368,2,自行车帽
cumid56368,3,短袖经典车衣
cumid56423,1,山地英骑
cumid56423,2,山地车水壶架
cumid56423,3,运动水壶
cumid56415,1,hl山地外胎
cumid56415,2,山地车内胎
cumid56415,3,运动型头盔
cumid56392,1,旅游车内胎
cumid56390,1,旅游车内胎
cumid56390,2,修补工具
cumid56422,1,山地英骑
cumid56422,2,山地车挡泥板
cumid56422,3,运动型头盔
cumid56416,1,hl山地外胎
cumid56417,1,hl山地外胎
cumid56417,2,山地车内胎
cumid56417,3,运动型头盔
cumid56378,1,山地英骑
cumid56378,2,山地车挡泥板
cumid56378,3,经典背心
cumid56377,1,山地英骑
cumid56377,2,运动型头盔
cumid56377,3,自行车帽
cumid56413,1,公路车内胎
cumid56413,2,运动型头盔
cumid56395,1,ml山地外胎
cumid56395,2,运动水壶
cumid56395,3,运动型头盔
cumid56419,1,山地车挡泥板
cumid56419,2,运动型头盔
cumid56419,3,半掌手套
cumid56418,1,hl山地外胎
cumid56418,2,山地车内胎
cumid56420,1,山地车水壶架
cumid56420,2,运动水壶
cumid56386,1,水壶包
cumid56386,2,洗车喷剂
cumid56388,1,山地车400
cumid56388,2,ml山地外胎
cumid56388,3,山地车内胎
cumid56388,4,山地车挡泥板
cumid56388,5,水壶包
cumid56409,1,ml公路外胎
cumid56409,2,公路车内胎
cumid56409,3,运动型头盔
cumid56409,4,长袖骑车衣
cumid56404,1,山地车挡泥板
cumid56404,2,山地车水壶架
cumid56404,3,水壶包
cumid56399,1,Women's Mountain Shorts
cumid56385,1,旅游车内胎
cumid56385,2,运动型头盔
cumid56406,1,hl公路外胎
cumid56406,2,公路车内胎
cumid56402,1,山地车内胎
cumid56402,2,修补工具
cumid56405,1,山地车挡泥板
cumid56421,1,普通公路车
cumid56421,2,hl公路外胎
cumid56421,3,公路车内胎
cumid56421,4,修补工具
cumid56387,1,hl公路外胎
cumid56387,2,公路车内胎
cumid56387,3,修补工具
cumid56381,1,ml山地外胎
cumid56381,2,山地车内胎
cumid56381,3,运动型头盔
cumid56382,1,山地车挡泥板
cumid56382,2,运动型头盔
cumid56400,1,运动水壶
cumid56400,2,运动型头盔
cumid56410,1,公路车内胎
cumid56412,1,公路车内胎
cumid56412,2,修补工具
cumid56407,1,ll山地胎
cumid56407,2,山地车内胎
cumid56407,3,运动型头盔
cumid56408,1,ml山地外胎
cumid56408,2,山地车内胎
cumid56408,3,运动型头盔
cumid56425,1,普通公路车
cumid56425,2,自行车帽
cumid56425,3,洗车喷剂
cumid56380,1,山地车内胎
cumid56380,2,ml山地外胎
cumid56380,3,修补工具
cumid56403,1,山地车内胎
cumid56403,2,运动型头盔
cumid56403,3,短袖经典车衣
cumid56398,1,ml山地外胎
cumid56398,2,运动水壶
cumid56398,3,长袖骑车衣
cumid56411,1,公路车内胎
cumid56426,1,竞速公路车
cumid56426,2,运动型头盔
cumid56383,1,山地车挡泥板
cumid56383,2,长袖骑车衣
cumid56424,1,公路车350
cumid56424,2,运动型头盔
cumid56397,1,ml山地外胎
cumid56397,2,山地车内胎
cumid56397,3,运动型头盔
cumid56397,4,经典背心
cumid56384,1,运动水壶
cumid56384,2,半掌手套
cumid56427,1,公路车550
cumid56427,2,运动型头盔
cumid56394,1,hl公路外胎
cumid56394,2,修补工具
cumid56394,3,洗车喷剂
cumid56396,1,hl公路外胎
cumid56396,2,公路车内胎
cumid56396,3,修补工具
cumid56396,4,洗车喷剂
cumid56391,1,ll山地胎
cumid56391,2,修补工具
cumid56393,1,公路车内胎
cumid56393,2,hl公路外胎
cumid56393,3,运动型头盔
cumid56414,1,公路车内胎
cumid56414,2,ll公路车外胎
cumid56414,3,长袖骑车衣
cumid56428,1,竞速公路车
cumid56428,2,公路车水壶架
cumid56428,3,运动水壶
cumid56429,1,旅游型自行车(大)
cumid56429,2,万能自行车座
cumid56379,1,洗车喷剂
cumid56401,1,山地车内胎
cumid56401,2,修补工具
cumid56401,3,洗车喷剂
cumid56389,1,ml公路外胎
cumid56389,2,公路车内胎
cumid56389,3,故障栓钩
cumid56449,1,旅游车内胎
cumid56449,2,旅游自行车外胎(通用)
cumid56449,3,运动型头盔
cumid56448,1,旅游车内胎
cumid56448,2,运动型头盔
cumid56461,1,短袖经典车衣
cumid56450,1,ll山地胎
cumid56450,2,山地车内胎
cumid56450,3,运动型头盔
cumid56450,4,半掌手套
cumid56440,1,洗车喷剂
cumid56465,1,山地车内胎
cumid56465,2,hl山地外胎
cumid56436,1,山地车内胎
cumid56436,2,竞速袜
cumid56457,1,运动水壶
cumid56457,2,洗车喷剂
cumid56476,1,山地英骑
cumid56476,2,修补工具
cumid56472,1,山地英骑
cumid56471,1,山地英骑
cumid56471,2,山地车挡泥板
cumid56471,3,半掌手套
cumid56471,4,长袖骑车衣
cumid56469,1,山地车挡泥板
cumid56462,1,旅游自行车外胎(通用)
cumid56462,2,旅游车内胎
cumid56462,3,修补工具
cumid56464,1,旅游自行车外胎(通用)
cumid56468,1,山地车水壶架
cumid56468,2,运动水壶
cumid56468,3,半掌手套
cumid56459,1,山地车挡泥板
cumid56431,1,ml公路外胎
cumid56431,2,公路车内胎
cumid56431,3,运动型头盔
cumid56458,1,山地车内胎
cumid56433,1,ml公路外胎
cumid56432,1,公路车内胎
cumid56432,2,竞速袜
cumid56432,3,ml公路外胎
cumid56438,1,山地车水壶架
cumid56438,2,运动水壶
cumid56438,3,运动型头盔
cumid56446,1,山地车400
cumid56446,2,ml山地外胎
cumid56446,3,山地车内胎
cumid56446,4,运动型头盔
cumid56467,1,山地车挡泥板
cumid56467,2,运动型头盔
cumid56439,1,公路车内胎
cumid56439,2,hl公路外胎
